,turns,winner,increment_code,white_rating,black_rating,opening_name
540,49,white,10+0,1477,1189,Queen's Pawn
541,115,white,10+0,1476,1524,Queen's Gambit Refused: Marshall Defense
542,82,black,10+0,1170,1500,King's Pawn Game
543,22,black,15+15,1229,1160,Bishop's Opening
544,88,black,30+0,1037,1669,Sicilian Defense
545,84,black,10+0,1500,1311,English Opening: King's English Variation
546,52,black,10+0,1361,1370,Philidor Defense
547,66,black,10+0,1327,1343,Giuoco Piano
548,111,white,10+0,1347,1186,Four Knights Game: Italian Variation
549,27,white,10+0,1334,1400,French Defense
550,27,black,10+0,1329,1466,Sicilian Defense
551,62,black,10+0,1099,1279,Queen's Pawn
552,63,white,10+0,1383,1286,Four Knights Game: Italian Variation
553,50,black,10+0,1297,1313,Italian Game
554,32,black,10+0,1306,1298,Four Knights Game: Italian Variation
555,92,black,10+0,1195,1298,Van't Kruijs Opening
556,57,white,10+0,1282,1492,Philidor Defense
557,43,draw,10+0,1386,1279,Hungarian Opening
558,17,white,10+0,1264,1367,Giuoco Piano
559,51,white,10+0,1393,1272,Queen's Pawn
560,24,black,10+0,1278,1474,Philidor Defense
561,39,white,10+0,1267,1370,Scandinavian Defense: Mieses-Kotroc Variation
562,49,white,10+0,1349,1276,King's Pawn Game
563,40,black,10+0,1285,1383,French Defense
564,95,white,10+0,1526,1290,Hungarian Opening
565,64,black,10+0,1299,1647,Sicilian Defense
566,51,white,10+0,1279,1625,Four Knights Game: Italian Variation
567,23,black,15+5,1258,1481,Queen's Pawn
568,78,black,10+0,2179,2115,Hungarian Opening
569,83,white,10+0,2173,1831,Bishop's Opening
570,124,black,10+0,2179,2090,Horwitz Defense
571,32,black,10+0,1450,1390,Three Knights Opening
572,100,black,10+0,1492,1560,Pirc Defense #4
573,64,white,10+0,1558,1526,Bishop's Opening
574,53,white,10+0,1491,1438,Three Knights Opening
575,71,white,10+0,1447,1439,Pirc Defense #4
576,7,white,7+2,1238,1500,Bishop's Opening
577,7,white,7+2,1500,1238,Bishop's Opening
578,18,black,7+2,1500,1238,Sicilian Defense
579,23,white,15+5,1443,1500,Scotch Game
580,12,black,10+5,1500,1626,Bishop's Opening
581,28,black,10+0,1317,1401,Scotch Game
582,32,white,10+0,1258,1331,Sicilian Defense
583,104,black,10+0,1340,1433,Queen's Pawn
584,127,draw,10+0,1134,1346,Sicilian Defense
585,73,white,10+0,1336,1292,Modern Defense
586,117,white,10+0,1278,1463,Queen's Pawn
587,123,white,10+0,1363,1287,Indian Game
588,105,white,15+15,966,937,Scandinavian Defense
589,8,black,15+15,951,955,French Defense
590,79,white,15+0,1148,972,Scandinavian Defense: Mieses-Kotroc Variation
591,21,white,15+15,958,1008,King's Pawn Game
592,28,draw,15+15,1015,956,Sicilian Defense
593,105,white,10+0,964,1029,Queen's Pawn
594,66,black,10+0,1058,943,Queen's Pawn
595,47,white,10+0,808,973,Van't Kruijs Opening
596,11,white,10+0,1095,986,Scandinavian Defense: Mieses-Kotroc Variation
597,62,black,10+0,999,1092,Hungarian Opening
598,13,white,10+0,912,1024,Scandinavian Defense: Mieses-Kotroc Variation
599,20,black,10+0,1029,914,Hungarian Opening
600,128,black,10+0,1048,1077,Queen's Pawn
601,33,white,10+0,1082,1070,Scandinavian Defense
602,30,white,10+0,1070,1069,Scandinavian Defense
603,63,black,30+0,1099,1326,Queen's Pawn
604,21,draw,8+7,1196,946,Owen Defense
605,105,white,10+0,1649,1672,Queen's Pawn
606,80,black,10+0,1676,1637,Bishop's Opening
607,90,black,10+0,1655,1668,Sicilian Defense
608,69,black,10+0,1645,1655,Italian Game
609,103,white,10+0,1648,1672,Three Knights Opening
610,25,white,10+0,1660,1665,Three Knights Opening
611,148,black,10+0,1693,1693,Sicilian Defense
612,87,white,10+0,1730,1703,Italian Game
613,90,black,10+0,1686,1701,Ruy Lopez: Steinitz Defense
614,97,white,10+0,1701,1680,French Defense
615,101,white,10+0,1964,1705,Bishop's Opening
616,94,black,10+0,1755,1717,Italian Game
617,61,white,10+0,1772,1713,Italian Game
618,58,black,10+0,1576,1671,King's Pawn Game
619,33,white,10+0,1661,1675,French Defense
620,60,black,10+0,1748,1647,Italian Game
621,141,white,10+0,1637,1661,Sicilian Defense
622,71,white,10+0,1347,1268,Van't Kruijs Opening
623,60,black,5+8,1500,1072,Three Knights Opening
624,72,white,10+10,1605,1367,Sicilian Defense
625,98,black,20+5,1500,1501,Queen's Pawn
626,29,white,10+0,1191,1598,King's Pawn Game
627,95,white,10+0,1301,1616,Philidor Defense
628,81,black,10+0,1498,1597,Scotch Game
629,60,black,10+0,1577,1874,Philidor Defense
630,123,white,10+0,1651,1573,Three Knights Opening
631,99,white,10+0,1569,1298,Philidor Defense
632,114,black,10+0,1390,1201,French Defense
633,9,white,10+0,1395,1273,Owen Defense
634,12,black,7+2,1500,1378,King's Pawn Game
635,52,black,10+0,1232,1371,Hungarian Opening
636,109,draw,10+0,1372,1347,Philidor Defense
637,22,black,10+0,1384,1353,Italian Game
638,93,white,10+0,1406,1338,Philidor Defense
639,122,black,7+2,1243,1378,Queen's Pawn
640,42,black,4+6,1383,1045,French Defense
641,26,black,4+6,1383,1045,French Defense
642,77,white,4+6,1383,1045,French Defense
643,45,white,4+6,1383,1045,French Defense
644,112,draw,8+0,1383,1045,French Defense
645,52,black,8+0,1383,1045,French Defense
646,62,black,10+0,1446,1359,King's Pawn Game
647,58,black,10+0,1369,1413,Bishop's Opening
648,12,black,10+0,1468,1354,King's Pawn Game
649,84,black,8+0,1331,1434,Bishop's Opening
650,33,white,10+0,1985,1009,Ruy Lopez: Steinitz Defense
651,41,white,10+0,1009,1227,French Defense
652,69,white,8+0,1344,1018,Hungarian Opening
653,92,black,10+0,1018,1707,Scandinavian Defense
654,81,white,10+0,1500,1018,Ruy Lopez: Steinitz Defense
655,19,white,10+0,1166,1034,Italian Game
656,19,white,10+0,1100,1034,Four Knights Game: Italian Variation
657,88,draw,8+0,1009,1038,Horwitz Defense
658,124,black,180+0,1500,1038,King's Pawn Game
659,2,black,15+0,1038,1331,Scandinavian Defense
660,26,white,10+0,1067,972,Van't Kruijs Opening
661,40,black,20+0,1150,1202,Van't Kruijs Opening
662,60,white,8+0,1353,1364,Philidor Defense
663,44,black,8+0,1377,1340,Caro-Kann Defense
664,38,draw,10+0,1323,1365,King's Pawn Game
665,90,black,10+0,1287,1355,Horwitz Defense
666,44,black,8+0,1331,1341,Scandinavian Defense
667,34,black,8+0,1343,1328,Scandinavian Defense: Mieses-Kotroc Variation
668,34,black,8+0,1343,1328,Scandinavian Defense: Mieses-Kotroc Variation
669,45,black,10+0,1210,1334,Van't Kruijs Opening
670,31,white,10+0,1325,1218,Horwitz Defense
671,102,black,15+15,1690,1712,Van't Kruijs Opening
672,32,black,15+15,1763,1628,Hungarian Opening
673,29,white,10+0,1840,1785,Queen's Gambit Refused: Marshall Defense
674,66,black,10+0,1711,1751,Sicilian Defense
675,44,black,15+10,1865,1990,Sicilian Defense
676,45,white,15+10,1805,1870,Sicilian Defense
677,142,black,15+15,1844,1857,Sicilian Defense
678,80,black,15+10,1844,1839,Sicilian Defense
679,99,draw,15+10,1845,1841,Sicilian Defense
680,51,white,15+10,1810,1835,Sicilian Defense
681,69,white,20+5,1981,1818,Hungarian Opening
682,58,black,30+5,1815,1893,Sicilian Defense
683,63,white,15+10,1946,1828,Sicilian Defense
684,48,black,15+10,1843,1938,Owen Defense
685,57,white,15+10,1825,1885,Sicilian Defense
686,66,black,15+10,1812,1872,Sicilian Defense
687,143,white,15+10,1873,1833,Ruy Lopez: Steinitz Defense
688,79,white,15+10,1839,1819,Ruy Lopez: Steinitz Defense
689,71,white,15+10,1717,1833,Sicilian Defense
690,38,white,15+10,1770,1789,Sicilian Defense
691,66,black,15+10,1890,1853,Ruy Lopez: Steinitz Defense
692,62,black,10+0,1438,1407,Philidor Defense
693,23,white,10+0,2009,1441,Scotch Game
694,46,black,10+0,1319,1480,Van't Kruijs Opening
695,48,black,10+0,1798,1848,Giuoco Piano
696,62,black,10+0,1788,1853,Giuoco Piano
697,70,black,10+0,1551,1842,Queen's Gambit Accepted: Old Variation
698,56,black,10+0,1852,1879,Owen Defense
699,73,white,10+0,2231,1882,Queen's Pawn
700,66,black,10+0,1850,1871,Queen's Pawn
701,77,white,10+0,1870,1412,Modern Defense
702,62,black,10+0,1889,1907,King's Pawn Game
703,3,white,10+0,1375,1332,Queen's Pawn
704,47,white,10+0,1326,1321,King's Pawn Game
705,29,white,10+0,1308,1339,French Defense
706,41,white,10+0,1285,1321,Horwitz Defense
707,48,black,10+0,1270,1322,Queen's Pawn
708,67,white,10+0,1550,1321,Scandinavian Defense
709,48,black,10+0,1322,1836,Owen Defense
710,10,black,10+0,1358,1315,Philidor Defense
711,30,black,10+0,1319,1633,Philidor Defense
712,18,black,10+0,1343,1369,Italian Game
713,13,white,10+0,1335,1355,Philidor Defense
714,36,black,10+0,1370,1838,Scandinavian Defense: Mieses-Kotroc Variation
715,1,black,10+0,1464,1355,Hungarian Opening
716,23,white,10+0,1743,1320,Philidor Defense
717,12,black,10+0,1317,1392,Scandinavian Defense: Mieses-Kotroc Variation
718,41,white,10+0,1309,1213,Philidor Defense
719,16,black,10+0,1321,1259,Pirc Defense #4
720,2,black,10+0,1336,1516,Scandinavian Defense
721,55,white,10+0,1351,1357,Philidor Defense
722,2,black,150+180,1055,1280,Van't Kruijs Opening
723,8,black,10+0,1086,1148,Van't Kruijs Opening
724,62,black,10+0,1091,1958,Van't Kruijs Opening
725,4,black,180+180,1091,1171,Van't Kruijs Opening
726,2,black,180+180,1091,1529,Van't Kruijs Opening
727,2,white,180+180,1091,1701,Van't Kruijs Opening
728,2,black,30+0,1091,1500,Van't Kruijs Opening
729,26,black,10+0,1185,1171,Van't Kruijs Opening
730,38,black,10+0,1193,1636,Van't Kruijs Opening
731,44,black,20+5,1236,1373,Van't Kruijs Opening
732,64,black,7+10,1264,1506,Van't Kruijs Opening
733,12,white,9+1,1739,1260,Hungarian Opening
734,6,black,9+1,1423,1576,French Defense
735,3,black,10+0,1500,1500,Horwitz Defense
736,36,black,15+2,1500,2126,Indian Game
737,138,black,15+0,1537,1500,Sicilian Defense
738,68,black,15+0,1500,1537,Italian Game
739,125,white,15+0,1500,1619,Italian Game
740,31,white,10+0,1513,1026,Horwitz Defense
741,32,black,10+0,1026,1369,King's Pawn Game
742,54,white,15+15,1145,1040,Scandinavian Defense
743,64,black,5+8,1043,1539,Queen's Pawn
744,171,white,11+0,1666,1044,Philidor Defense
745,52,black,5+8,971,1500,Scandinavian Defense
746,114,black,5+8,971,1629,Modern Defense
747,81,white,10+7,1700,982,Philidor Defense
748,9,white,6+5,1735,982,King's Pawn Game
749,34,black,10+0,1359,1411,Scandinavian Defense
750,30,black,10+0,1365,1708,Scandinavian Defense: Mieses-Kotroc Variation
751,15,white,10+0,1512,1403,Scotch Game
752,66,black,10+0,1412,1679,Philidor Defense
753,19,black,10+0,1479,1387,French Defense
754,39,white,10+0,1889,1389,Horwitz Defense
755,37,black,10+0,1392,1816,Giuoco Piano
756,22,black,10+0,1760,1358,Italian Game
757,56,black,10+0,1383,1352,Sicilian Defense
758,58,black,10+0,1376,1418,Four Knights Game: Italian Variation
759,50,black,10+0,1406,1321,Sicilian Defense
760,59,white,10+0,1241,1460,Queen's Pawn
761,68,black,10+0,1370,1425,King's Pawn Game
762,35,white,10+0,1384,1380,Philidor Defense
763,65,white,10+0,1435,1429,Scotch Game
764,61,draw,10+0,1494,1433,Bishop's Opening
765,100,black,5+8,1375,1529,Caro-Kann Defense
766,57,white,5+8,1590,1380,Scandinavian Defense: Mieses-Kotroc Variation
767,21,white,5+8,1371,1291,Scotch Game
768,145,white,5+8,1741,1371,Scandinavian Defense: Mieses-Kotroc Variation
769,51,white,10+8,1321,1267,Scandinavian Defense: Mieses-Kotroc Variation
770,44,black,10+8,1334,1277,Scandinavian Defense: Mieses-Kotroc Variation
771,107,white,10+8,1324,1280,Scandinavian Defense: Mieses-Kotroc Variation
772,110,black,10+8,1348,1460,French Defense
773,40,white,10+8,1160,1369,Hungarian Opening
774,102,black,10+8,1374,1357,Scandinavian Defense: Mieses-Kotroc Variation
775,179,white,10+8,1303,1406,Scandinavian Defense: Mieses-Kotroc Variation
776,57,white,10+8,1400,1529,Sicilian Defense
777,127,draw,10+8,1398,1465,Sicilian Defense
778,97,white,20+0,1444,1476,Ruy Lopez: Steinitz Defense
779,36,black,15+15,1476,1652,Queen's Pawn
780,75,black,15+15,1492,1476,Queen's Pawn
781,39,white,20+30,1581,1495,Queen's Pawn
782,19,white,15+0,1597,1504,Queen's Gambit Declined
783,143,white,30+3,1684,1511,Ruy Lopez: Steinitz Defense
784,23,white,14+10,1579,1522,Queen's Gambit Refused: Marshall Defense
785,118,white,25+10,1502,1695,Philidor Defense
786,34,black,10+10,1507,1757,Queen's Pawn
787,55,white,15+15,1605,1517,Four Knights Game: Italian Variation
788,11,white,15+5,1353,1568,King's Pawn Game
789,18,black,10+5,1589,1386,Queen's Pawn
790,117,white,5+8,1721,1621,Ruy Lopez: Steinitz Defense
791,88,black,10+5,1633,1777,Queen's Pawn
792,37,black,15+5,1646,1649,Ruy Lopez: Steinitz Defense
793,62,black,5+30,1500,1649,King's Pawn Game
794,59,white,10+0,1649,1230,Queen's Pawn
795,88,black,5+8,1673,1633,Hungarian Opening
796,45,black,5+8,1649,1838,Queen's Pawn
797,89,white,10+0,1650,1756,Indian Game
798,100,draw,10+0,1519,1749,Sicilian Defense
799,70,black,10+0,1851,1887,French Defense
800,52,black,10+0,1874,1774,French Defense
801,87,white,8+1,1232,1581,Queen's Pawn
802,71,white,10+2,1500,1238,Sicilian Defense
803,73,black,10+5,1277,1464,Indian Game
804,23,white,10+5,1371,1284,Philidor Defense
805,20,black,20+0,1500,1371,Sicilian Defense
806,44,black,20+0,1401,1382,Sicilian Defense
807,43,white,10+0,1501,1484,Indian Game
808,49,white,10+0,1419,1544,English Opening: King's English Variation
809,40,black,15+10,1419,1865,English Opening: King's English Variation
810,45,white,10+10,1639,1807,English Opening: King's English Variation
811,61,white,15+1,1555,1575,Queen's Pawn
812,35,white,10+0,1555,1755,Queen's Pawn
813,89,white,30+30,1293,2123,Giuoco Piano
814,45,white,10+0,2264,1529,French Defense
815,48,black,10+0,1753,2264,French Defense
816,59,white,15+0,2264,1455,Ruy Lopez: Steinitz Defense
817,74,black,15+0,1885,2261,Sicilian Defense
818,19,white,10+0,1466,1046,Italian Game
819,122,black,10+0,1349,1449,Queen's Pawn
820,42,black,10+0,1985,1993,Sicilian Defense
821,34,black,10+0,1802,1913,Sicilian Defense
822,122,black,10+0,1726,1946,Indian Game
823,151,white,10+0,1859,1954,Sicilian Defense
824,119,white,10+0,1785,1971,Sicilian Defense
825,58,black,10+5,1702,1474,Sicilian Defense
826,46,black,2+10,1474,2014,English Opening: King's English Variation
827,84,black,5+5,1500,1474,Indian Game
828,56,black,10+7,1363,1474,Sicilian Defense
829,24,white,15+0,1390,1474,Indian Game
830,62,black,10+0,1495,1474,Sicilian Defense
831,145,white,5+8,1474,1607,Ruy Lopez: Steinitz Defense
832,46,black,10+0,1487,1562,Queen's Pawn
833,52,black,10+0,1503,1498,Scandinavian Defense
834,85,white,20+1,1114,1189,Hungarian Opening
835,51,draw,20+1,1191,1111,Van't Kruijs Opening
836,36,black,10+0,897,1111,Modern Defense
837,26,white,10+0,1111,897,Hungarian Opening
838,139,white,10+0,1115,1013,Hungarian Opening
839,72,black,10+0,1099,1115,Modern Defense
840,142,black,10+0,1099,1115,Modern Defense
841,23,white,0+25,798,1157,Modern Defense
842,43,white,15+5,1151,964,Hungarian Opening
843,34,black,7+2,1113,1581,King's Pawn Game
844,23,white,15+15,1083,1218,Scotch Game
845,6,black,15+15,1091,1203,Sicilian Defense
846,37,white,15+15,1236,1098,Scotch Game
847,19,white,15+15,1112,1109,King's Pawn Game
848,65,draw,15+15,1116,1173,Scandinavian Defense
849,28,black,15+15,1139,1104,Scotch Game
850,47,white,20+5,1614,1711,Pirc Defense #4
851,38,black,10+5,1696,1659,Pirc Defense #4
852,41,white,0+15,1525,1657,Pirc Defense #4
853,68,white,10+5,1782,1651,Pirc Defense #4
854,25,white,8+6,1700,1635,Pirc Defense #4
855,88,draw,10+5,1642,1638,Pirc Defense #4
856,65,white,10+5,1652,1674,Indian Game
857,56,black,15+14,1201,1871,Queen's Pawn
858,75,white,15+14,1870,1202,Horwitz Defense
859,14,black,15+14,1573,1866,Scandinavian Defense: Mieses-Kotroc Variation
860,21,white,15+14,1799,1866,Scandinavian Defense: Mieses-Kotroc Variation
861,43,white,15+14,1857,1590,French Defense
862,41,black,15+14,1594,1852,Scandinavian Defense: Mieses-Kotroc Variation
863,75,white,15+14,1875,1074,Queen's Gambit Accepted: Old Variation
864,54,black,15+14,1825,1869,French Defense
865,93,white,10+0,1940,1879,Scandinavian Defense: Mieses-Kotroc Variation
866,64,draw,10+0,1815,1882,Van't Kruijs Opening
867,57,white,15+14,1878,1534,Horwitz Defense
868,73,white,15+14,1757,1891,Scandinavian Defense: Mieses-Kotroc Variation
869,60,black,15+14,1426,1885,Scandinavian Defense
870,55,black,15+14,1730,1893,French Defense
871,45,white,15+14,1886,1737,Modern Defense
872,27,white,15+14,1903,1454,Queen's Gambit Refused: Marshall Defense
873,50,black,15+14,1651,1878,Scandinavian Defense: Mieses-Kotroc Variation
874,8,black,10+0,1132,1258,Van't Kruijs Opening
875,22,black,10+0,1303,1248,Scandinavian Defense
876,84,black,10+0,1257,1296,King's Pawn Game
877,25,white,10+0,1152,1271,Italian Game
878,68,black,10+0,1283,1255,King's Pawn Game
879,82,black,10+0,1295,1226,King's Pawn Game
880,151,white,10+0,1268,1312,Sicilian Defense
881,81,white,10+0,1378,1276,Scandinavian Defense: Mieses-Kotroc Variation
882,34,black,10+0,1284,1370,King's Pawn Game
883,40,black,10+0,1305,1360,King's Pawn Game
884,51,white,10+0,1245,1300,Three Knights Opening
885,70,black,10+0,1315,1189,Sicilian Defense
886,30,black,10+0,1227,1312,Scandinavian Defense
887,63,white,10+0,1304,1226,Modern Defense
888,128,black,10+0,1325,1361,King's Pawn Game
889,40,black,10+0,1340,1316,King's Pawn Game
890,15,white,10+0,1328,1295,Italian Game
891,53,white,10+0,1304,1318,Bishop's Opening
892,53,white,10+0,1288,1268,Sicilian Defense
893,46,black,30+0,1291,1318,Indian Game
894,43,white,10+0,1824,1500,Horwitz Defense
895,38,black,15+0,1661,1364,Bishop's Opening
896,68,white,5+8,1390,1364,Van't Kruijs Opening
897,17,white,15+6,1168,1364,Van't Kruijs Opening
898,47,white,10+0,2005,1500,Italian Game
899,71,white,30+0,1531,1500,Queen's Pawn
900,66,black,10+0,1413,1271,Queen's Pawn
901,42,black,10+0,1279,1406,Scandinavian Defense
902,135,white,10+0,1398,1286,Queen's Pawn
903,27,black,10+0,1407,1461,Sicilian Defense
904,53,white,10+0,1283,1422,Scandinavian Defense
905,29,white,20+20,2244,1411,Queen's Gambit Accepted: Old Variation
906,49,white,10+0,1405,1417,Queen's Pawn
907,49,white,8+0,1430,1256,Horwitz Defense
908,55,white,10+0,1335,1444,Scandinavian Defense
909,76,black,10+0,1355,1428,Scandinavian Defense
910,41,black,10+0,1441,1338,Bishop's Opening
911,56,black,10+0,1451,1480,Queen's Pawn
912,75,white,10+0,1429,1511,Bishop's Opening
913,131,white,10+0,1416,1491,Queen's Pawn
914,48,black,10+0,1406,1423,Scandinavian Defense
915,80,black,10+0,1364,1397,Scandinavian Defense
916,81,white,10+0,1404,1197,Bishop's Opening
917,49,white,10+0,1397,1415,Queen's Pawn
918,79,white,10+0,1405,1408,Queen's Pawn
919,13,white,10+0,1171,1422,Queen's Pawn
920,105,white,10+0,1412,1401,French Defense
921,83,white,10+0,1518,1419,Hungarian Opening
922,77,white,15+0,1393,1527,Queen's Pawn
923,55,white,20+0,1527,1393,Queen's Pawn
924,78,black,15+0,1309,1393,Scandinavian Defense: Mieses-Kotroc Variation
925,78,black,15+0,1393,1527,Queen's Pawn
926,63,white,15+0,1428,1730,Queen's Pawn
927,50,black,20+0,1428,1527,Queen's Pawn
928,87,white,20+0,1279,1428,Scandinavian Defense: Mieses-Kotroc Variation
929,65,white,15+0,1730,1428,Queen's Pawn
930,78,black,15+0,1309,1393,Scandinavian Defense: Mieses-Kotroc Variation
931,108,black,20+0,1309,1527,Scandinavian Defense: Mieses-Kotroc Variation
932,37,white,5+5,1845,1507,Queen's Pawn
933,16,black,5+5,1513,1783,Horwitz Defense
934,60,black,5+5,1599,1499,Scandinavian Defense
935,120,black,5+5,1533,1507,Queen's Pawn
936,24,black,5+5,1513,1695,Hungarian Opening
937,50,black,5+5,1526,1542,Sicilian Defense
938,37,white,17+5,1383,1136,Giuoco Piano
939,11,white,13+10,1372,1003,Sicilian Defense
940,77,white,10+0,1364,1065,French Defense
941,20,black,15+0,1196,1348,Queen's Gambit Accepted: Old Variation
942,37,white,10+0,1336,1088,French Defense
943,17,draw,5+5,1382,1304,Bishop's Opening
944,30,white,15+0,1285,1116,Sicilian Defense
945,77,white,5+10,1271,1328,Four Knights Game: Italian Variation
946,101,white,15+15,1547,1567,Queen's Gambit Accepted: Old Variation
947,80,black,10+10,1429,1552,French Defense
948,64,black,10+0,1805,1727,French Defense
949,36,black,20+15,1500,1425,Sicilian Defense
950,105,white,15+15,1403,1428,Sicilian Defense
951,42,black,15+15,1470,1428,Sicilian Defense
952,37,white,15+15,1556,1410,Sicilian Defense
953,47,white,15+15,1410,1300,Owen Defense
954,39,white,15+15,1469,1453,Sicilian Defense
955,64,black,15+15,1500,1374,Sicilian Defense
956,62,black,15+15,1333,1364,Sicilian Defense
957,43,white,10+0,1275,1308,Italian Game
958,131,white,10+0,1264,1315,King's Pawn Game
959,75,white,10+0,1250,1156,Scandinavian Defense
960,33,white,15+15,1373,1084,Scandinavian Defense: Mieses-Kotroc Variation
961,121,white,10+60,2286,1373,Queen's Pawn
962,52,black,3+9,1194,1311,Van't Kruijs Opening
963,41,white,15+10,1358,886,Sicilian Defense
964,61,white,10+5,1500,898,Sicilian Defense
965,27,white,17+11,1397,940,Four Knights Game: Italian Variation
966,36,white,5+8,1110,1500,Queen's Pawn
967,20,black,5+10,1500,1595,Scandinavian Defense
968,12,black,5+10,1500,1595,Scandinavian Defense
969,21,white,15+0,1649,1500,Queen's Pawn
970,7,white,15+0,1500,1500,Bishop's Opening
971,47,white,10+0,1789,1695,Sicilian Defense
972,12,white,9+1,1739,1260,Hungarian Opening
973,6,black,9+1,1423,1576,French Defense
974,3,black,10+0,1500,1500,Horwitz Defense
975,35,white,10+0,1307,1033,French Defense
976,43,white,10+0,983,1051,French Defense
977,42,black,10+0,1058,1249,Scandinavian Defense
978,65,white,10+0,1308,1079,Scotch Game
979,119,white,10+0,1125,1124,Queen's Pawn
980,52,white,15+15,1131,1167,Scandinavian Defense
981,16,white,15+15,1107,1225,Scandinavian Defense
982,16,black,10+0,1132,1107,French Defense
983,67,white,10+0,1208,1123,French Defense
984,34,black,15+15,1110,1320,Scandinavian Defense
985,119,white,15+15,1098,1123,Queen's Pawn
986,44,black,15+15,1138,1368,Owen Defense
987,30,white,15+15,1114,998,Modern Defense
988,47,black,15+15,1296,1051,Queen's Pawn
989,95,white,15+15,1045,1101,Queen's Pawn
990,86,black,10+0,1253,1956,Horwitz Defense
991,70,black,10+0,1265,1720,Horwitz Defense
992,25,white,10+0,1551,1276,Caro-Kann Defense
993,19,black,10+0,1283,1668,Sicilian Defense
994,96,black,10+0,1666,1212,Queen's Pawn
995,39,white,15+15,1725,1402,Scandinavian Defense
996,35,white,15+15,1355,1352,English Opening: King's English Variation
997,77,white,20+0,1500,1375,Queen's Pawn
998,14,white,12+2,1355,1431,English Opening: King's English Variation
999,24,black,30+0,1616,1504,Ruy Lopez: Steinitz Defense
1000,58,black,25+0,1504,1612,Scandinavian Defense: Mieses-Kotroc Variation
1001,58,black,5+15,1500,1504,Queen's Pawn
1002,38,black,5+15,1500,1504,Queen's Pawn
1003,81,white,12+6,1504,1500,Scandinavian Defense
1004,33,draw,8+8,1428,1507,Philidor Defense
1005,28,black,10+0,1233,1503,Italian Game
1006,25,white,10+0,1500,1149,Bishop's Opening
1007,56,black,20+5,1587,1500,Queen's Pawn
1008,19,draw,5+10,1527,1500,Italian Game
1009,58,black,5+10,1500,1500,King's Pawn Game
1010,78,black,25+30,1500,1500,King's Pawn Game
1011,59,white,30+0,1500,1500,Queen's Pawn
1012,61,white,10+0,1381,1500,Ruy Lopez: Steinitz Defense
1013,10,black,15+0,1500,1500,Ruy Lopez: Steinitz Defense
1014,81,white,15+8,1668,1543,French Defense
1015,84,black,15+8,1696,1527,French Defense
1016,66,black,15+2,1579,1664,Queen's Gambit Accepted: Old Variation
1017,58,black,15+2,1678,1565,Modern Defense
1018,88,black,15+2,1691,1696,Queen's Pawn
1019,23,white,15+2,1684,1703,Italian Game
1020,62,black,15+2,1717,1618,Italian Game
1021,95,black,15+2,1626,1708,Owen Defense
1022,80,black,15+2,1656,1729,Queen's Gambit Refused: Marshall Defense
1023,135,white,15+2,1719,1677,Philidor Defense
1024,147,draw,15+2,1696,1722,Italian Game
1025,37,white,15+2,1718,1436,Philidor Defense
1026,87,white,15+2,1709,1629,Queen's Pawn
1027,10,black,15+2,1518,1689,Italian Game
1028,71,white,15+2,1683,1495,Queen's Pawn
1029,54,black,15+2,1694,1707,Three Knights Opening
1030,34,black,10+1,1482,1472,Horwitz Defense
1031,43,white,12+0,1473,1401,Queen's Gambit Declined
1032,22,black,10+0,1163,1985,Bishop's Opening
1033,78,black,10+3,1158,1383,Bishop's Opening
1034,13,white,25+3,1147,1108,Philidor Defense
1035,102,black,15+10,1206,1132,Van't Kruijs Opening
1036,67,white,10+5,1103,1146,King's Pawn Game
1037,97,white,17+1,1111,1198,French Defense
1038,60,black,15+0,1160,796,Scandinavian Defense: Mieses-Kotroc Variation
1039,82,black,30+1,1084,1146,Horwitz Defense
1040,62,black,20+0,1158,1191,Bishop's Opening
1041,62,white,13+1,1148,1165,French Defense
1042,60,black,13+1,1161,1200,Bishop's Opening
1043,42,black,15+15,1160,1070,French Defense
1044,90,black,10+0,1140,1011,Scandinavian Defense
1045,33,white,10+0,995,1167,Bishop's Opening
1046,101,white,10+0,1156,997,Scandinavian Defense
1047,54,black,10+8,1089,1162,King's Pawn Game
1048,72,black,20+0,1092,1144,English Opening: King's English Variation
1049,38,black,20+0,1172,1077,Scandinavian Defense
1050,17,white,10+5,1742,1218,Owen Defense
1051,113,white,15+5,1500,1261,Owen Defense
1052,18,black,10+0,1317,1538,Scandinavian Defense
1053,46,black,15+0,1317,1500,King's Pawn Game
1054,63,white,6+5,1504,1500,Owen Defense
1055,26,black,10+0,1391,1774,Ruy Lopez: Steinitz Defense
1056,117,white,10+0,1686,1400,Scotch Game
1057,48,black,30+0,1408,1577,Italian Game
1058,32,black,10+0,1418,1741,Scandinavian Defense: Mieses-Kotroc Variation
1059,40,black,10+0,1422,2026,Three Knights Opening
1060,29,black,10+0,1523,1375,Four Knights Game: Italian Variation
1061,93,black,7+2,1375,1992,Scandinavian Defense: Mieses-Kotroc Variation
1062,95,white,8+25,1281,930,French Defense
1063,18,black,15+0,950,1274,Sicilian Defense
1064,31,white,15+0,1270,953,Scotch Game
1065,61,white,10+0,1245,1277,Queen's Pawn
1066,28,black,20+0,1152,1246,Sicilian Defense
1067,9,white,19+19,1231,905,Queen's Pawn
1068,32,black,15+0,1268,1204,Sicilian Defense
1069,115,white,15+0,1017,1223,Queen's Pawn
1070,41,white,20+0,1249,1500,Queen's Pawn
1071,49,black,25+0,1249,1531,Horwitz Defense
